web-scraper-order,web-scraper-start-url,price,bedrooms,bathrooms,area,address,zip-code,colony,city,state,country
1689263605-185,https://propiedades.com/guadalajara/casas-venta?pagina=143,1452500,3,2,170,null,44970,5 de mayo,Guadalajara,Jalisco,México
1689263605-186,https://propiedades.com/guadalajara/casas-venta?pagina=143,905000,3,2,120,null,44460,La Aurora,Guadalajara,Jalisco,México
1689263605-187,https://propiedades.com/guadalajara/casas-venta?pagina=143,944200,4,2,140,null,44320,Monumental,Guadalajara,Jalisco,México
1689263605-188,https://propiedades.com/guadalajara/casas-venta?pagina=143,1485000,3,2,165,null,44720,Heliodoro Hernández Loza 2a Secc,Guadalajara,Jalisco,México
1689263605-189,https://propiedades.com/guadalajara/casas-venta?pagina=143,904481,3,2,127,null,44460,La Aurora,Guadalajara,Jalisco,México
1689263605-190,https://propiedades.com/guadalajara/casas-venta?pagina=143,814000,3,2,300,null,44540,Bosques Del Valle,Guadalajara,Jalisco,México
1689263605-191,https://propiedades.com/guadalajara/casas-venta?pagina=143,1670000,3,2,150,null,44960,López Portillo,Guadalajara,Jalisco,México
1689263605-192,https://propiedades.com/guadalajara/casas-venta?pagina=143,944200,3,2,150,null,44700,Santa Cecilia 3a. Sección,Guadalajara,Jalisco,México
1689263612-193,https://propiedades.com/guadalajara/casas-venta?pagina=142,482000,3,2,110,ADALBERTO NAVARRO SANCHEZ #0,44766,Los Arrayanes,Guadalajara,Jalisco,México
1689263612-194,https://propiedades.com/guadalajara/casas-venta?pagina=142,420000,2,1,100,PRESA DEL TINTERO #0,44766,Los Arrayanes,Guadalajara,Jalisco,México
1689263612-195,https://propiedades.com/guadalajara/casas-venta?pagina=142,785000,3,3,160,COIMBRA #0,44230,Autocinema,Guadalajara,Jalisco,México
1689263612-196,https://propiedades.com/guadalajara/casas-venta?pagina=142,347000,4,3,280,PUERTO SAN TELMO #0,44330,Circunvalación Belisario,Guadalajara,Jalisco,México
1689263612-197,https://propiedades.com/guadalajara/casas-venta?pagina=142,834000,3,2,120,EUTIMIO PINZON #0,44240,Lomas de Independencia,Guadalajara,Jalisco,México
1689263612-198,https://propiedades.com/guadalajara/casas-venta?pagina=142,465000,3,2,120,MARIA URIBE #0,44820,Parques Del Nilo,Guadalajara,Jalisco,México
1689263612-199,https://propiedades.com/guadalajara/casas-venta?pagina=142,1463800,3,2,120,JAVIER GALINDO Y VILLA #00,44860,Jardines del Nilo Sur,Guadalajara,Jalisco,México
1689263612-200,https://propiedades.com/guadalajara/casas-venta?pagina=142,1401000,3,2,120,REFUGIO RUBIO #00,44820,Insurgentes La Presa,Guadalajara,Jalisco,México
1689263612-201,https://propiedades.com/guadalajara/casas-venta?pagina=142,385000,4,3,170,DEGAS #0,44990,Miravalle,Guadalajara,Jalisco,México
1689263612-202,https://propiedades.com/guadalajara/casas-venta?pagina=142,1385000,3,3,200,DR. JUAN SALAZAR #0,44420,Obrera,Guadalajara,Jalisco,México
1689263612-203,https://propiedades.com/guadalajara/casas-venta?pagina=142,1418250,3,2,100,LEONOR PINTADO #00,44820,Insurgentes 2a Secc,Guadalajara,Jalisco,México
1689263612-204,https://propiedades.com/guadalajara/casas-venta?pagina=142,2980000,3,3,380,MONTE HIMALAYA #0,44350,Postes Cuates (Federalismo),Guadalajara,Jalisco,México
1689263612-205,https://propiedades.com/guadalajara/casas-venta?pagina=142,700000,3,2,100,FRANCISCO DE AYZA #0,44730,Progreso,Guadalajara,Jalisco,México
1689263612-206,https://propiedades.com/guadalajara/casas-venta?pagina=142,485000,3,2,100,JARDINES DE VERSALLES #0,44790,Jardines de San Francisco,Guadalajara,Jalisco,México
1689263612-207,https://propiedades.com/guadalajara/casas-venta?pagina=142,850000,3,3,180,ARQUIMIDES #0,44790,Agustín Yánez,Guadalajara,Jalisco,México
1689263612-208,https://propiedades.com/guadalajara/casas-venta?pagina=142,1750000,4,3,360,SAN URIEL #0,44500,Chapalita,Guadalajara,Jalisco,México
1689263612-209,https://propiedades.com/guadalajara/casas-venta?pagina=142,650000,3,3,210,VICENTE CAMACHO #0,44500,Chapalita,Guadalajara,Jalisco,México
1689263612-210,https://propiedades.com/guadalajara/casas-venta?pagina=142,1445000,3,2,160,SAMUEL NAVARRO #00,44960,López Portillo,Guadalajara,Jalisco,México
1689263612-211,https://propiedades.com/guadalajara/casas-venta?pagina=142,1391903,3,2,100,LICEO #00,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689263612-212,https://propiedades.com/guadalajara/casas-venta?pagina=142,11000000,16,null,500,ONTARIO #1373,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689263612-213,https://propiedades.com/guadalajara/casas-venta?pagina=142,3220000,4,null,399,CALZADA JUAN PABLO II #3140,44727,Tetlán Rio Verde,Guadalajara,Jalisco,México
1689263612-214,https://propiedades.com/guadalajara/casas-venta?pagina=142,25000000,6,null,642,Av Pablo Neruda #2572,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689263612-215,https://propiedades.com/guadalajara/casas-venta?pagina=142,5640000,3,2,1,RIO TIZAPAN,44160,Americana,Guadalajara,Jalisco,México
1689263612-216,https://propiedades.com/guadalajara/casas-venta?pagina=142,863031,3,1,120,José maría verea,44810,San Rafael,Guadalajara,Jalisco,México
1689263621-217,https://propiedades.com/guadalajara/casas-venta?pagina=141,665000,3,2,120,RIO CUALE #0,44870,Atlas,Guadalajara,Jalisco,México
1689263621-218,https://propiedades.com/guadalajara/casas-venta?pagina=141,620000,3,2,110,JUAN A. MATEOS #0,44766,Los Arrayanes,Guadalajara,Jalisco,México
1689263621-219,https://propiedades.com/guadalajara/casas-venta?pagina=141,890000,3,3,220,MONTE CARMELO #0,44290,Independencia,Guadalajara,Jalisco,México
1689263621-220,https://propiedades.com/guadalajara/casas-venta?pagina=141,680000,3,2,100,MONTE CARMELO #0,44290,Independencia,Guadalajara,Jalisco,México
1689263621-221,https://propiedades.com/guadalajara/casas-venta?pagina=141,800000,3,2,180,CORDILLERA BLANCA #0,44290,Independencia,Guadalajara,Jalisco,México
1689263621-222,https://propiedades.com/guadalajara/casas-venta?pagina=141,830000,3,3,190,JOSE MARIA VEREA #0,44810,San Andrés,Guadalajara,Jalisco,México
1689263621-223,https://propiedades.com/guadalajara/casas-venta?pagina=141,620000,2,2,100,POTRERO DEL LLANO #0,44960,18 de marzo,Guadalajara,Jalisco,México
1689263621-224,https://propiedades.com/guadalajara/casas-venta?pagina=141,840000,4,3,200,JOAQUIN MARTINEZ CHAVARRIA #0,44960,18 de marzo,Guadalajara,Jalisco,México
1689263621-225,https://propiedades.com/guadalajara/casas-venta?pagina=141,700000,3,2,120,ISLA ABACO #0,44950,Jardines de San José,Guadalajara,Jalisco,México
1689263621-226,https://propiedades.com/guadalajara/casas-venta?pagina=141,530000,3,2,120,SAMUEL NAVARRO #0,44960,López Portillo,Guadalajara,Jalisco,México
1689263621-227,https://propiedades.com/guadalajara/casas-venta?pagina=141,2950000,4,2,252,Panfilo Perez,44730,Blanco y Cuellar 2da.,Guadalajara,Jalisco,México
1689263621-228,https://propiedades.com/guadalajara/casas-venta?pagina=141,8670000,4,2,330,Av providencia,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689263621-229,https://propiedades.com/guadalajara/casas-venta?pagina=141,1150000,3,3,200,ESMERALDA #0,44660,Colinas de San Javier,Guadalajara,Jalisco,México
1689263621-230,https://propiedades.com/guadalajara/casas-venta?pagina=141,660000,4,3,210,FRAY MANUEL DE NAVARRETE #0,44750,Santa María de Silo,Guadalajara,Jalisco,México
1689263621-231,https://propiedades.com/guadalajara/casas-venta?pagina=141,750000,2,2,110,JOAQUIN MUCEL #335,44250,Lomas del Paraíso 2a. Sección,Guadalajara,Jalisco,México
1689263621-232,https://propiedades.com/guadalajara/casas-venta?pagina=141,380000,3,2,140,ARTURO CHÁVEZ #0,44800,Magaña,Guadalajara,Jalisco,México
1689263621-233,https://propiedades.com/guadalajara/casas-venta?pagina=141,370000,3,3,280,MONTES APALACHES #0,44340,Independencia Oriente,Guadalajara,Jalisco,México
1689263621-234,https://propiedades.com/guadalajara/casas-venta?pagina=141,689700,4,3,230,AV. FARO #0,44540,Bosques de La Victoria,Guadalajara,Jalisco,México
1689263621-235,https://propiedades.com/guadalajara/casas-venta?pagina=141,758300,3,2,250,HACIENDA LA AURORA #0,44720,Balcones de Oblatos,Guadalajara,Jalisco,México
1689263621-236,https://propiedades.com/guadalajara/casas-venta?pagina=141,520000,3,2,90,AV. RIO NILO #0,44820,Jardines de los Historiadores,Guadalajara,Jalisco,México
1689263621-237,https://propiedades.com/guadalajara/casas-venta?pagina=141,435000,3,2,120,ARQ. MAURICIO CAMPOS #0,44990,Miravalle,Guadalajara,Jalisco,México
1689263621-238,https://propiedades.com/guadalajara/casas-venta?pagina=141,690000,3,2,100,MARRUECOS #0,44760,Miguel Hidalgo,Guadalajara,Jalisco,México
1689263621-239,https://propiedades.com/guadalajara/casas-venta?pagina=141,500000,2,2,100,RAFAEL DELGADO #0,44800,San Antonio,Guadalajara,Jalisco,México
1689263621-240,https://propiedades.com/guadalajara/casas-venta?pagina=141,1240000,3,3,180,ROGELIO BACON #0,44240,Residencial San Elias,Guadalajara,Jalisco,México
1689263629-241,https://propiedades.com/guadalajara/casas-venta?pagina=140,8200000,4,2,277,Prados,44670,Prados de Providencia,Guadalajara,Jalisco,México
1689263629-242,https://propiedades.com/guadalajara/casas-venta?pagina=140,7700000,3,2,305,Providencia,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689263629-243,https://propiedades.com/guadalajara/casas-venta?pagina=140,29900000,3,5,570,Colinas de San Javier,44660,Colinas de San Javier,Guadalajara,Jalisco,México
1689263629-244,https://propiedades.com/guadalajara/casas-venta?pagina=140,27990000,4,4,590,Colinas de San Javier,44660,Colinas de San Javier,Guadalajara,Jalisco,México
1689263629-245,https://propiedades.com/guadalajara/casas-venta?pagina=140,6800000,4,3,290,Calle La Noche,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México
1689263629-246,https://propiedades.com/guadalajara/casas-venta?pagina=140,9600000,4,4,380,Providencia,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689263629-247,https://propiedades.com/guadalajara/casas-venta?pagina=140,3100000,3,2,252,del fresno,44900,Del Fresno 1a. Sección,Guadalajara,Jalisco,México
1689263629-248,https://propiedades.com/guadalajara/casas-venta?pagina=140,9300000,4,2,385,NA,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689263629-249,https://propiedades.com/guadalajara/casas-venta?pagina=140,4950000,4,2,228,NA,44500,Jardines de los Arcos,Guadalajara,Jalisco,México
1689263629-250,https://propiedades.com/guadalajara/casas-venta?pagina=140,9500000,4,4,380,PROLONGACION ONTARIO,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689263629-251,https://propiedades.com/guadalajara/casas-venta?pagina=140,7600000,3,3,163,Av. Montevideo,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689263629-252,https://propiedades.com/guadalajara/casas-venta?pagina=140,2800000,3,3,180,Lomas de Independencia #WHI275684,44240,Lomas de Independencia,Guadalajara,Jalisco,México
1689263629-253,https://propiedades.com/guadalajara/casas-venta?pagina=140,2280000,3,1,1,Independencia #WHI275823,44290,Independencia,Guadalajara,Jalisco,México
1689263629-254,https://propiedades.com/guadalajara/casas-venta?pagina=140,3540000,4,3,295,Huentitan El Alto #WHI287966,44390,Huentitán El Alto,Guadalajara,Jalisco,México
1689263629-255,https://propiedades.com/guadalajara/casas-venta?pagina=140,6000000,5,4,345,Belisario Domínguez,44340,Independencia Oriente,Guadalajara,Jalisco,México
1689263629-256,https://propiedades.com/guadalajara/casas-venta?pagina=140,9650000,3,4,252,Chapalita,44500,Residencial Chapalita,Guadalajara,Jalisco,México
1689263629-257,https://propiedades.com/guadalajara/casas-venta?pagina=140,7980000,3,4,230,230m2c / MODERNA / COTO,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689263629-258,https://propiedades.com/guadalajara/casas-venta?pagina=140,13650000,4,4,380,REMODELADA / JARDIN / zona MONRAZ,44670,Monraz,Guadalajara,Jalisco,México
1689263629-259,https://propiedades.com/guadalajara/casas-venta?pagina=140,10090000,3,3,400,420m2 Terreno / Amplio JARDIN / 3 AUTOS,44660,Colomos Providencia,Guadalajara,Jalisco,México
1689263629-260,https://propiedades.com/guadalajara/casas-venta?pagina=140,10900000,3,2,180,Huentitan,44250,Huentitán El Bajo,Guadalajara,Jalisco,México
1689263629-261,https://propiedades.com/guadalajara/casas-venta?pagina=140,1950000,5,2,120,manolete,44440,El Dean,Guadalajara,Jalisco,México
1689263629-262,https://propiedades.com/guadalajara/casas-venta?pagina=140,2600000,2,null,172,Heroico colegio militar,44450,Analco,Guadalajara,Jalisco,México
1689263629-263,https://propiedades.com/guadalajara/casas-venta?pagina=140,770000,4,4,240,SAN LORENZO #0,44700,Santa Rosa,Guadalajara,Jalisco,México
1689263629-264,https://propiedades.com/guadalajara/casas-venta?pagina=140,1350000,4,3,260,PABLO VILLASEÑOR #0,44650,Rojas Ladrón de Guevara,Guadalajara,Jalisco,México
1689263637-265,https://propiedades.com/guadalajara/casas-venta?pagina=139,3000000,4,2,392,calzada del aguila,44190,Moderna,Guadalajara,Jalisco,México
1689263637-266,https://propiedades.com/guadalajara/casas-venta?pagina=139,5500000,7,7,220,Independencia,44290,Independencia,Guadalajara,Jalisco,México
1689263637-267,https://propiedades.com/guadalajara/casas-venta?pagina=139,615000,3,2,100,MAURICIO CAMPOS,44990,Miravalle,Guadalajara,Jalisco,México
1689263637-268,https://propiedades.com/guadalajara/casas-venta?pagina=139,1094000,3,2,1,TEODOMIRO MANZANO,44984,Balcones Del 4,Guadalajara,Jalisco,México
1689263637-269,https://propiedades.com/guadalajara/casas-venta?pagina=139,60000000,6,10,1000,paseo del mirador,44660,Colinas de San Javier,Guadalajara,Jalisco,México
1689263637-270,https://propiedades.com/guadalajara/casas-venta?pagina=139,2000000,5,2,170,San Melchor,44350,Santa María,Guadalajara,Jalisco,México
1689263637-271,https://propiedades.com/guadalajara/casas-venta?pagina=139,3500000,6,2,237,Monte Parnaso,44340,Independencia Oriente,Guadalajara,Jalisco,México
1689263637-272,https://propiedades.com/guadalajara/casas-venta?pagina=139,3000000,4,2,339,MONTE ALBAN,44300,La Federacha,Guadalajara,Jalisco,México
1689263637-273,https://propiedades.com/guadalajara/casas-venta?pagina=139,1580000,3,2,110,Av. San Jacinto,44810,San Rafael,Guadalajara,Jalisco,México
1689263637-274,https://propiedades.com/guadalajara/casas-venta?pagina=139,2850000,7,3,300,Javier Mina,44100,Guadalajara Centro,Guadalajara,Jalisco,México
1689263637-275,https://propiedades.com/guadalajara/casas-venta?pagina=139,3100000,3,2,319,COLON,44100,Guadalajara Centro,Guadalajara,Jalisco,México
1689263637-276,https://propiedades.com/guadalajara/casas-venta?pagina=139,2500000,3,2,107,lapizlazuli,44540,Bosques de La Victoria,Guadalajara,Jalisco,México
1689263637-277,https://propiedades.com/guadalajara/casas-venta?pagina=139,4800000,1,1,433,juan alvarez,44600,Santa Teresita,Guadalajara,Jalisco,México
1689263637-278,https://propiedades.com/guadalajara/casas-venta?pagina=139,29900000,3,5,570,Colinas de San Javier,44660,Colinas de San Javier,Guadalajara,Jalisco,México
1689263637-279,https://propiedades.com/guadalajara/casas-venta?pagina=139,8500000,4,2,400,Jardines del Bosque,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México
1689263637-280,https://propiedades.com/guadalajara/casas-venta?pagina=139,3100000,3,2,252,del fresno,44900,Del Fresno 1a. Sección,Guadalajara,Jalisco,México
1689263637-281,https://propiedades.com/guadalajara/casas-venta?pagina=139,3600000,10,3,411,Av. Javier Mina #0,44700,Oblatos,Guadalajara,Jalisco,México
1689263637-282,https://propiedades.com/guadalajara/casas-venta?pagina=139,3700000,3,2,259,Piñón ##2326,44530,Comercial Abastos,Guadalajara,Jalisco,México
1689263637-283,https://propiedades.com/guadalajara/casas-venta?pagina=139,10600000,6,6,729,faro,44540,Bosques de La Victoria,Guadalajara,Jalisco,México
1689263637-284,https://propiedades.com/guadalajara/casas-venta?pagina=139,5994000,7,2,305,Independencia,44290,Independencia,Guadalajara,Jalisco,México
1689263637-285,https://propiedades.com/guadalajara/casas-venta?pagina=139,15000000,3,3,321,Country Club,44610,Country Club,Guadalajara,Jalisco,México
1689263637-286,https://propiedades.com/guadalajara/casas-venta?pagina=139,7600000,4,3,258,Ostia,44639,Providencia 4a Secc,Guadalajara,Jalisco,México
1689263637-287,https://propiedades.com/guadalajara/casas-venta?pagina=139,7500000,5,4,340,Av. Niños Heroes,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México
1689263637-288,https://propiedades.com/guadalajara/casas-venta?pagina=139,8500000,4,2,400,Jardines del Bosque,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México
1689263645-289,https://propiedades.com/guadalajara/casas-venta?pagina=138,1630000,4,2,175,Diodoro Corella,44720,San José Río Verde 2a. Sección,Guadalajara,Jalisco,México
1689263645-290,https://propiedades.com/guadalajara/casas-venta?pagina=138,1626000,3,2,157,Mangle,44980,Arboledas Del Sur,Guadalajara,Jalisco,México
1689263645-291,https://propiedades.com/guadalajara/casas-venta?pagina=138,66500000,4,5,700,Av. Universidad,44660,Colinas de San Javier,Guadalajara,Jalisco,México
1689263645-292,https://propiedades.com/guadalajara/casas-venta?pagina=138,2800000,2,2,138,Antonio Caso,44270,Colinas de La Normal,Guadalajara,Jalisco,México
